File Name, Density of Comments
TimeSeriesTableModel.java, 0.45318352059925093
TimeTableXYDataset.java, 0.5504132231404959
Week.java, 0.4672754946727549
Year.java, 0.5802469135802469
OHLC.java, 0.5849056603773585
OHLCItem.java, 0.5571428571428572
OHLCSeries.java, 0.6496350364963503
OHLCSeriesCollection.java, 0.5496957403651116
CategoryDatasetHandler.java, 0.5555555555555556
CategorySeriesHandler.java, 0.5526315789473685
DatasetReader.java, 0.5114942528735632
DatasetTags.java, 0.9242424242424242
ItemHandler.java, 0.5705882352941176
KeyHandler.java, 0.5974842767295597
PieDatasetHandler.java, 0.5777777777777777
RootHandler.java, 0.6111111111111112
ValueHandler.java, 0.5670731707317073
AbstractIntervalXYDataset.java, 0.6048387096774194
AbstractXYDataset.java, 0.6391752577319587
AbstractXYZDataset.java, 0.734375
CategoryTableXYDataset.java, 0.5817307692307693
DefaultHighLowDataset.java, 0.5976744186046512
DefaultIntervalXYDataset.java, 0.5942028985507246
DefaultOHLCDataset.java, 0.5664739884393064
DefaultTableXYDataset.java, 0.46845425867507884
DefaultWindDataset.java, 0.5117370892018779
DefaultXYDataset.java, 0.5538057742782152
DefaultXYZDataset.java, 0.5727699530516432
IntervalXYDataset.java, 0.8513513513513513
IntervalXYDelegate.java, 0.5501066098081023
IntervalXYZDataset.java, 0.8207547169811321
MatrixSeries.java, 0.5682819383259912
MatrixSeriesCollection.java, 0.536741214057508
NormalizedMatrixSeries.java, 0.6756756756756757
OHLCDataItem.java, 0.5891089108910891
OHLCDataset.java, 0.8395061728395061
TableXYDataset.java, 0.8548387096774194
Vector.java, 0.6148648648648649
VectorDataItem.java, 0.6377952755905512
VectorSeries.java, 0.6704545454545454
VectorSeriesCollection.java, 0.5740181268882175
VectorXYDataset.java, 0.8481012658227848
WindDataset.java, 0.8611111111111112
XIntervalDataItem.java, 0.6194690265486725
XIntervalSeries.java, 0.6971428571428572
XIntervalSeriesCollection.java, 0.570694087403599
XisSymbolic.java, 0.8461538461538461
XYBarDataset.java, 0.6109660574412533
XYCoordinate.java, 0.5207100591715976
XYDataItem.java, 0.5555555555555556
XYDataset.java, 0.8220338983050848
XYDatasetTableModel.java, 0.6589147286821705
XYDomainInfo.java, 0.8166666666666667
XYInterval.java, 0.5974842767295597
XYIntervalDataItem.java, 0.5379310344827586
XYIntervalSeries.java, 0.6862745098039216
XYIntervalSeriesCollection.java, 0.5880829015544041
XYItemKey.java, 0.4675324675324675
XYRangeInfo.java, 0.819672131147541
XYSeries.java, 0.5041580041580042
XYSeriesCollection.java, 0.4537037037037037
XYZDataset.java, 0.8461538461538461
YInterval.java, 0.6209677419354839
YIntervalDataItem.java, 0.5892857142857143
YIntervalSeries.java, 0.7045454545454546
YIntervalSeriesCollection.java, 0.5775862068965517
YisSymbolic.java, 0.8481012658227848
YWithXInterval.java, 0.6328125
