GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JFreeChart-2.0,org.jfree.data.time,Minute,127,350,21,11,33,84,15,23,2,20
JFreeChart-2.0,org.jfree.data.time,Second,166,303,31,11,41,67,21,20,2,18
JFreeChart-2.0,org.jfree.data.time,Day,27,302,5,9,10,90,5,27,1,24
JFreeChart-2.0,org.jfree.data.time,TimePeriodValue,49,70,11,9,9,22,10,9,2,7
JFreeChart-2.0,org.jfree.data.time,DynamicTimeSeriesCollection.ValueSequence,39,0,2,0,10,0,5,0,4,0
JFreeChart-2.0,org.jfree.data.time,MovingAverage,302,115,39,15,70,29,28,6,6,1
JFreeChart-2.0,org.jfree.data.time,TimeTableXYDataset,266,165,26,12,63,48,35,17,19,14
JFreeChart-2.0,org.jfree.data.time,TimePeriodValuesCollection,234,215,21,17,59,60,28,14,14,9
JFreeChart-2.0,org.jfree.data.time,Millisecond,91,366,22,12,28,83,16,20,1,18
JFreeChart-2.0,org.jfree.data.time,RegularTimePeriod,36,171,10,16,12,39,8,18,1,12
JFreeChart-2.0,org.jfree.data.time,TimePeriodValues,71,428,5,39,15,121,6,38,1,21
JFreeChart-2.0,org.jfree.data.time,TimePeriodFormatException,0,4,0,0,0,2,0,1,0,1
JFreeChart-2.0,org.jfree.data.time,TimeSeries,244,1222,37,147,57,321,38,108,6,48
JFreeChart-2.0,org.jfree.data.time,SimpleTimePeriod,17,150,4,18,6,40,6,14,2,7
